state	N_v	L_v	F_hat	R_star	eligible_relobstq	variant
primary::BRCA2+TP53	49	0.0044691718350966	0.00959634127273674	0.7734215891524467	True	uniform_inflow
primary::MAP2K4+TP53	24	0.0021889821233126	0.009583311617240834	0.37933378681326274	True	uniform_inflow
primary::NF1+TP53	59	0.0053812477198102	0.009537707823005155	0.9369877055931293	True	uniform_inflow
primary::ESR1+TP53	12	0.0010944910616563	0.009518163339761292	0.1909650925400106	True	uniform_inflow
primary::ATM+TP53	25	0.002280189711784	0.009511648512013334	0.39811643864289464	True	uniform_inflow
primary::RB1+TP53	78	0.0071141919007661	0.009472559545525606	1.247248969260889	True	uniform_inflow
primary::RUNX1+TP53	26	0.0023713973002553	0.009472559545525606	0.4157496564202846	True	uniform_inflow
primary::BRCA1+TP53	73	0.0066581539584093	0.009466044717777655	1.1681004826025696	True	uniform_inflow
primary::CBFB+TP53	6	0.0005472455308281	0.009407411268046062	0.09660664826890064	True	uniform_inflow
primary::TP53	1436	0.1309740970448741	0.007272285054116499	29.909519848571385	True	uniform_inflow
primary::PIK3CA	766	0.0698650127690623	0.007272285054116499	15.954521033430128	True	uniform_inflow
primary::GATA3	332	0.0302809193724917	0.007272285054116499	6.915014338249076	True	uniform_inflow
primary::AKT1	78	0.0071141919007661	0.007272285054116499	1.6246118023597178	True	uniform_inflow
primary::PTEN	78	0.0071141919007661	0.007272285054116499	1.6246118023597178	True	uniform_inflow
primary::MAP3K1	61	0.005563662896753	0.007272285054116499	1.2705297428710667	True	uniform_inflow
primary::BRCA2	37	0.0033746807734403	0.007272285054116499	0.7706491882988338	True	uniform_inflow
primary::MAP2K4	35	0.0031922655964976	0.007272285054116499	0.7289924754178201	True	uniform_inflow
primary::NF1	28	0.0025538124771981	0.007272285054116499	0.5831939803342605	True	uniform_inflow
primary::ESR1	25	0.002280189711784	0.007272285054116499	0.5207089110127285	True	uniform_inflow
primary::ATM	24	0.0021889821233126	0.007272285054116499	0.4998805545722103	True	uniform_inflow
primary::RB1	18	0.0016417365924844	0.007272285054116499	0.3749104159291463	True	uniform_inflow
primary::RUNX1	18	0.0016417365924844	0.007272285054116499	0.3749104159291463	True	uniform_inflow
primary::BRCA1	17	0.0015505290040131	0.007272285054116499	0.35408205948865085	True	uniform_inflow
primary::CBFB	8	0.0007296607077708	0.007272285054116499	0.16662685152405488	True	uniform_inflow
primary::GATA3+PIK3CA	115	0.0104888726742064	0.007153280867253857	2.435109291286891	True	uniform_inflow
metastatic::PIK3CA+TP53	264	0.0240788033564392	0.0066125501641736495	6.047290644470754	True	uniform_inflow
metastatic::GATA3+TP53	38	0.0034658883619117	0.005726533590451864	1.0051194545789774	True	uniform_inflow
primary::PIK3CA+PTEN	41	0.0037395111273257	0.005498514619273457	1.1294431286888469	True	uniform_inflow
primary::AKT1+PIK3CA	9	0.0008208682962422	0.005498514619273457	0.24792654044388512	True	uniform_inflow
primary::MAP3K1+PIK3CA	158	0.014410798978475	0.005387762547558236	4.441958890387107	True	uniform_inflow
primary::BRCA2+PIK3CA	21	0.0019153593578985	0.005231406681607328	0.6080323789659184	True	uniform_inflow
primary::MAP2K4+PIK3CA	51	0.0046515870120394	0.005218377026111421	1.4803370795898199	True	uniform_inflow
primary::NF1+PIK3CA	19	0.0017329441809558	0.005172773231875743	0.5563602018629594	True	uniform_inflow
primary::ESR1+PIK3CA	9	0.0008208682962422	0.005153228748631878	0.26453855895333644	True	uniform_inflow
primary::ATM+PIK3CA	20	0.0018241517694272	0.005146713920883921	0.588607595308152	True	uniform_inflow
metastatic::ESR1+TP53	28	0.0025538124771981	0.005120654609892107	0.828244275331014	True	uniform_inflow
primary::PIK3CA+RUNX1	27	0.0024626048887267	0.005107624954396192	0.800701531116334	True	uniform_inflow
primary::PIK3CA+RB1	13	0.0011856986501276	0.005107624954396192	0.3855229594263601	True	uniform_inflow
primary::BRCA1+PIK3CA	10	0.0009120758847136	0.005101110126648243	0.2969348660872491	True	uniform_inflow
primary::CBFB+PIK3CA	48	0.0043779642466253	0.00504247667691665	1.4418604660203864	True	uniform_inflow
metastatic::AKT1+TP53	38	0.0034658883619117	0.004905665294209614	1.1733067736375904	True	uniform_inflow
metastatic::PTEN+TP53	68	0.0062021160160525	0.004892635638713707	2.1051930772060548	True	uniform_inflow
metastatic::BRCA2+TP53	32	0.0029186428310835	0.004807942877990299	1.008130081923188	True	uniform_inflow
metastatic::MAP3K1+TP53	25	0.002280189711784	0.004775368739250528	0.7929740796153032	True	uniform_inflow
metastatic::MAP2K4+TP53	7	0.0006384531192995	0.004755824256006664	0.22294520561657497	True	uniform_inflow
metastatic::ATM+TP53	21	0.0019153593578985	0.0047493094282587064	0.6697530868314935	True	uniform_inflow
metastatic::RB1+TP53	37	0.0033746807734403	0.004716735289518935	1.1881906084635663	True	uniform_inflow
metastatic::BRCA1+TP53	29	0.0026450200656694	0.004697190806275078	0.9351595012662131	True	uniform_inflow
metastatic::NF1+TP53	23	0.0020977745348412	0.004697190806275078	0.741678225142152	True	uniform_inflow
